Method,Name,Error,Occurrences,First Seen,Last Seen
POST,POST /action (mission),HTTPError('500 Server Error: Internal Server Error for url: POST /action (mission)'),3,2026-08-11T08:37:31Z,2026-08-11T08:38:19Z
